similitud,child_id,child_nombre,child_tipo,child_registros,child_municipio,child_departamento,parent_id,parent_nombre,parent_registros,parent_municipio,parent_departamento
0.950,5398,JUZGADO DÉCIMO CIVIL MUNICIPAL DE ORALIDAD DE C Ù,JUZGADO,2,,,219,JUZGADO DECIMO CIVIL MUNICIPAL DE ORALIDAD DE CUCUTA,640,Cúcuta,Norte de Santander
0.913,5422,JUZGADO VEINTE CIVIL MUNICIPAL DE ORALIDAD PALACIO,JUZGADO,2,,,566,JUZGADO VEINTE CIVIL MUNICIPAL DE ORALIDAD,276,,
0.965,5438,JUZGADO CINCUENTA Y NUEVE CIVIL 59 MUNICIPAL,JUZGADO,2,,,760,JUZGADO CINCUENTA Y NUEVE CIVIL MUNICIPAL,188,,
0.920,5502,JUZGADO 027 CIVIL MUNICIPAL,JUZGADO,2,,,249,Juzgado Civil Municipal,582,,
0.920,5531,JUZGADO 005 CIVIL MUNICIPAL,JUZGADO,2,,,249,Juzgado Civil Municipal,582,,
0.920,5537,JUZGADO 014 CIVIL MUNICIPAL,JUZGADO,2,,,249,Juzgado Civil Municipal,582,,
0.920,5550,JUZGADO 009 CIVIL MUNICIPAL,JUZGADO,2,,,249,Juzgado Civil Municipal,582,,
0.920,5586,JUZGADO 011 CIVIL MUNICIPAL,JUZGADO,2,,,249,Juzgado Civil Municipal,582,,
0.901,5625,JUZGADO TRECE CIVIL MUNICIPAL DE ORALIDAD SANTIAGO,JUZGADO,2,Santiago,Norte de Santander,190,JUZGADO TRECE CIVIL MUNICIPAL DE ORALIDAD,712,,
0.881,5634,JUZGADO PRIMERO 1 CIVIL MUNICIPAL FUAGASUGA CUNDINAMARCA,JUZGADO,2,,Cundinamarca,1034,JUZGADO PRIMERO CIVIL MUNICIPAL DE FUNZA CUNDINAMARCA,124,Funza,Cundinamarca
0.958,5677,JUZGADO PRIMERO CIVIL MUNICIPAL DE MOCCOA PUTUMAYO,JUZGADO,2,,Putumayo,547,JUZGADO PRIMERO CIVIL MUNICIPAL MOCOA - PUTUMAYO,288,Mocoa,Putumayo
0.899,5694,JUZGADO TERCERO CIVIL MUNICIPAL CALDAS,JUZGADO,2,,Caldas,36,JUZGADO TERCERO CIVIL MUNICIPAL,2549,,
0.991,5765,JUZGADO TERCERO CIVIL MUNICIPAL DOSQUBRADAS RISARALDA,JUZGADO,2,,Risaralda,964,"JUZGADO TERCERO CIVIL MUNICIPAL DOSQUEBRADAS , RISARALDA",139,Dosquebradas,Risaralda
0.974,5820,JUZGADO CIVIL MUNICIPAL DE LOS PATIOS,JUZGADO,2,Los Patios,Norte de Santander,215,JUZGADO 1 CIVIL MUNICIPAL DE LOS PATIOS,655,Los Patios,Norte de Santander
0.957,5833,JUZGADO TERCERO CIVIL MUNICIPAL DE IBAGIUE TOLIMA,JUZGADO,2,,Tolima,506,JUZGADO TERCERO CIVIL MUNICIPAL IBAGUE TOLIMA,312,Ibagué,Tolima
0.901,5981,JUZGADO SEGUNDO CIVIL MUNICIPAL DE CAQUETA,JUZGADO,2,,Caquetá,769,"JUZGADO SEGUNDO CIVIL MUNICIPAL  Florencia , Caquetá",186,Florencia,Caquetá
0.903,5997,JUZGADO SEGUNDO CIVIL MUNICIPALCALARCÁ QUINDÍO,JUZGADO,2,,Quindío,668,JUZGADO SEGUNDO CIVIL MUNICIPAL ARMENIA QUINDÍO,223,Armenia,Quindío
0.944,5309,JUZGADO PROMISCUO MUNICIPAL DE FUENTEDEORO,JUZGADO,2,,,1410,JUZGADO PROMISCUO MUNICIPAL DE FUENTEDEORO - META,74,,Meta
0.977,5310,Juzgado Promiscuo Municipal de Puerto Lleran,JUZGADO,2,,,2355,Juzgado Promiscuo Municipal de Puerto Lleras,26,Puerto Lleras,Meta
0.991,5311,JUZGADO PROMISCUO MUNICIPAL DE SAN ESTANISLADO DE KOSTKA,JUZGADO,2,,,1868,JUZGADO PROMISCUO MUNICIPAL DE SAN ESTANISLAO DE KOSTKA,42,San Estanislao,Bolívar
0.897,5312,JUZGADO PROMISCUO MUNICIPAL  SALGARANTIOQUIA,JUZGADO,2,,,2700,JUZGADO PROMISCUO MUNICIPAL JARDÍN ANTIOQUIA,19,Jardín,Antioquia
0.989,5313,JUZGADO PROMISCUO MUNICIPAL DE TIERRALTACÓRDOBA,JUZGADO,2,,,451,JUZGADO PROMISCUO MUNICIPAL DE TIERRALTA CÓRDOBA,351,Tierralta,Córdoba
0.921,5314,JUZGADO PROMISCUO MUNICIPAL DE URUMITA4,JUZGADO,2,,,1971,JUZGADO PROMISCUO MUNICIPAL DE CURITI,38,Curití,Santander
0.986,5315,JUZGADO SEGUNDOPROMISCUO MUNICIPAL,JUZGADO,2,,,54,Juzgado Segundo Promiscuo Municipal,1928,,
0.898,5357,JUZGADO SEGUNDO PROMISCUO MUNICIPAL de la Judicatura,JUZGADO,2,,,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.977,5392,JUZGADO PRIMERO PROMISCUO MUNICIPAL CAUCACIA,JUZGADO,2,,,2784,JUZGADO PRIMERO PROMISCUO MUNICIPAL- Caucasia,18,Caucasia,Antioquia
0.933,5394,Juzgado Primero Promiscuo Municipal de Puente,JUZGADO,2,,,721,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE CERETÉ,201,Cereté,Córdoba
0.915,5395,JUZGADO PRIMERO PROMISCUO MUNICIPAL CURAMANI,JUZGADO,2,,,2356,JUZGADO PRIMERO PROMISCUO MUNICIPAL CURUMANI - CESAR,26,Curumaní,Cesar
0.909,5520,Juzgado 01 Promiscuo Municipal Cesar,JUZGADO,2,,Cesar,2817,Juzgado 01 Promiscuo Municipal,17,,
0.945,5569,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE SUCRE,JUZGADO,2,,Sucre,2664,JUZGADO PRIMERO PROMISCUO MUNICIPAL SINCE - SUCRE,20,Sincé,Sucre
0.957,5573,JUZGADO PROMISCUO MUNICIPAL DE SAN JUAN ATLANTICO,JUZGADO,2,,Atlántico,1194,Juzgado Promiscuo Municipal de Suan Atlántico,96,Suán,Atlántico
0.980,5611,JUZGADO TERCERO PROMISCUO MUNICIPAL CORAZAL SUCRE,JUZGADO,2,,Sucre,1240,JUZGADO TERCERO PROMISCUO MUNICIPAL COROZAL SUCRE,92,Corozal,Sucre
1.000,5613,JUZGADO 1º PROMISCUO MUNICIPAL COTA CUNDINAMARCA,JUZGADO,2,Cota,Cundinamarca,2157,JUZGADO 1 PROMISCUO MUNICIPAL COTA - CUNDINAMARCA,32,Cota,Cundinamarca
0.893,5621,Juzgado Primero Promiscuo Municipal Oral Atlántico,JUZGADO,2,,Atlántico,763,Juzgado Primero Promiscuo Municipal Oral Sabanalarga Atlántico,187,Sabanalarga,Atlántico
0.918,5657,JUZGADO PROMISCUO MUNICIPAL DE GAMA CUNDINAMARCA,JUZGADO,2,Gama,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.909,5661,JUZGADO PROMISCUO MUNICIPAL  DE AGUACHICA,JUZGADO,2,Aguachica,Cesar,1142,Juzgado Primero Promiscuo Municipal de Aguachica,105,Aguachica,Cesar
0.897,5708,JUZGADO TERCERO PROMISCUO MUNICIPAL DE PUERT BOYACÁ,JUZGADO,2,,Boyacá,2369,"JUZGADO TERCERO PROMISCUO MUNICIPAL PUERTO BOYACÁ , BOYACÁ",26,Puerto Boyacá,Boyacá
0.980,5723,JUZGADO PRIMERO PROMISCUO MUNICIPAL INRIDIA - GUAINIA,JUZGADO,2,,Guainía,3059,JUZGADO PRIMERO PROMISCUO MUNICIPAL Inírida - Guainía,14,Inírida,Guainía
0.880,5746,JUZGADO PROMISCUO MUNICIPAL DE GUATAPÉ,JUZGADO,2,Guatapé,Antioquia,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.901,5759,Juzgado Segundo Promiscuo Municipal de Arauca,JUZGADO,2,,Arauca,3005,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE CAJIC À,14,,
0.902,5779,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE SURATÁ,JUZGADO,2,Suratá,Santander,3087,JUZGADO PROMISCUO MUNICIPAL DE SURATÁ,13,Suratá,Santander
0.915,5790,JUZGADO PROMISCUO MUNICIPAL  TOTA,JUZGADO,2,Tota,Boyacá,26,JUZGADO PROMISCUO MUNICIPAL,3699,,
0.906,5795,JUZGADO PRIMERO PROMISCUO MUNICIPAL DE  PUERTO LIBERTADOR - CÓRDOBA,JUZGADO,2,Puerto Libertador,Córdoba,1705,JUZGADO PROMISCUO MUNICIPAL PUERTO LIBERTADOR - CÓRDOBA,51,Puerto Libertador,Córdoba
0.897,5811,JUZGADO SEGUNDO PROMISCUO MUNICIPAL PLANETA RICO CORDOBA,JUZGADO,2,,Córdoba,1760,JUZGADO SEGUNDO PROMISCUO MUNICIPAL DE PLANETA RICA,48,Planeta Rica,Córdoba
0.950,5819,JUZGADO TERCERO PROMISCUO MUNICIPAL DE FRERNO TOLIMA,JUZGADO,2,,Tolima,2570,JUZGADO TERCERO PROMISCUO MUNICIPAL FRESNO TOLIMA,21,Fresno,Tolima
0.921,5837,JUZGADO SEGUNDO PROMISCUO MUNICIPAL AMAGA,JUZGADO,2,Amagá,Antioquia,54,Juzgado Segundo Promiscuo Municipal,1928,,
0.907,5863,JUZGADO PROMISCUO MUNICIPAL DE SAPUYES,JUZGADO,2,Sapuyes,Nariño,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.902,5871,Juzgado 001 Promiscuo Municipal San Gil - Santander,JUZGADO,2,San Gil,Santander,1072,Juzgado Primero Promiscuo Municipal San Gil Santander,116,San Gil,Santander
0.917,5881,JUZGADO PROMISCUO MUNICIPAL DE TADO,JUZGADO,2,Tadó,Chocó,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.899,5896,JUZGADO PRIMERO PROMISCUO MUNICIPALPACHO CUNDINAMARCA,JUZGADO,2,,Cundinamarca,2454,JUZGADO PRIMERO PROMISCUO MUNICIPAL VILLETA - CUNDINAMARCA,24,Villeta,Cundinamarca
0.931,5912,Juzgado 002 Promiscuo Municipal,JUZGADO,2,,,26,JUZGADO PROMISCUO MUNICIPAL,3699,,
0.880,5917,JUZGADO PROMISCUO MUNICIPAL DE CONDOTO,JUZGADO,2,Condoto,Chocó,2941,JUZGADO PROMISCUO MUNICIPAL DE PUERTO,15,,
0.933,5943,JUZGADO TERCERO PROMISCUO MUNICIPAL META,JUZGADO,2,,Meta,140,Juzgado Tercero Promiscuo Municipal,904,,
0.902,5979,JUZGADO PROMISCUO MUNICIPAL DE CHAGUANÍ CUNDINAMARCA,JUZGADO,2,Chaguaní,Cundinamarca,1853,JUZGADO PROMISCUO MUNICIPAL DE NARIÑO CUNDINAMARCA,43,,Cundinamarca
0.993,5197,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE CARTGENA,JUZGADO,2,,,188,JUZGADO CUARTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE CARTAGENA,724,Cartagena de Indias,Bolívar
0.986,5206,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE  DE CARTEGENA,JUZGADO,2,,,2015,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE CARTAGENA,36,Cartagena de Indias,Bolívar
0.921,5382,Juzgado 38 de Pequeñas Causas y Competencia Múltiple de la Localidad Puente Aranda,JUZGADO,2,,,874,Juzgado 38 de Pequeñas Causas y Competencia Múltiple de la Localidad Puente Aranda de Bogotá D.C.,158,Bogotá D.C.,Cundinamarca
0.914,5385,JUZGADO COMPETENCIA CUARENTA Y UNO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,2,,,344,JUZGADO CUARENTA Y UNO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,462,,
0.965,5387,Juzgado Decimo de pequeñas Causas y Competencia Multiple de Bsrranquilla,JUZGADO,2,,,1325,Juzgado Decimo de pequeñas Causas y Competencia Multiple  Barranquilla,81,Barranquilla,Atlántico
0.995,5388,JUZGADO TERCERODE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE CON SEDE DESCONCENTRADA EN LA LOCALIDAD DE SUBA,JUZGADO,2,,,491,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE CON SEDE DESCONCENTRADA EN LA LOCALIDAD DE SUBA,322,,
0.939,5389,JUZGADO 3º TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,2,,,3779,JUZGADO TERCERO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,7,,
0.918,5403,Juzgado Segundo de Pequeñas Cansas y Competencia Múltiple Rioacha,JUZGADO,2,,,51,Juzgado Segundo de Pequeñas Causas y Competencia Múltiple,2014,,
0.901,5408,Juzgado Sesenta y Seis de Pequeñas Causas y Competencia Múltiple,JUZGADO,2,,,1342,Juzgado Sesenta y Seis de Pequeñas Causas y Competencia Múltiple de Bogotá D.C.,79,Bogotá D.C.,Cundinamarca
0.935,5414,JUZGADO TREINTA Y DOS 32 DE PEQUEÑAS CAUSAS Y COMPETENCIA  MÚLTIPLE DE LA LOCALIDAD DE BARRIOS UNIDOS,JUZGADO,2,,,464,JUZGADO TREINTA Y DOS ( 32 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE LA LOCALIDAD DE BARRIOS UNIDOS DE BOGOTÁ D.C.,342,Bogotá D.C.,Cundinamarca
0.935,5420,JUZGADO NOVENO MUNICIAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,2,,,1815,JUZGADO NOVENO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,45,,Valle del Cauca
0.907,5427,JUZGADO 050 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,2,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.993,5435,Juzgado Octavo de Pequeñas  Causas y Competencia Múltiple de Barranquill,JUZGADO,2,,,145,Juzgado Octavo de Pequeñas Causas y Competencia Múltiple de Barranquilla,881,Barranquilla,Atlántico
0.915,5488,JUZGADO VEINTICINCO 25 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE LA SEDE DE KENNEDY,JUZGADO,2,,,1348,JUZGADO VEINTICINCO ( 25 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE LA SEDE DESCENTRALIZADA DE KENNEDY,79,,
0.916,5504,JUZGADO 35 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,2,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.960,5535,JUZGADO DIECINUVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,JUZGADO,2,Barranquilla,Atlántico,258,Juzgado Dieciséis de Pequeñas Causas y Competencia Múltiple de Barranquilla,568,Barranquilla,Atlántico
0.898,5583,JUZGADO SEGUNDO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE CARTAGENA,JUZGADO,2,Cartagena de Indias,Bolívar,51,Juzgado Segundo de Pequeñas Causas y Competencia Múltiple,2014,,
0.929,5693,JUZGADO  DE IBAGUE 005 TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,2,Ibagué,Tolima,3196,JUZGADO 005 TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,12,,
0.915,5719,JUZGADO DÉCIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLES DE SANTIAGO DE CALI,JUZGADO,2,Cali,Valle del Cauca,230,JUZGADO DÉCIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLES DE CALI,608,,Valle del Cauca
0.918,5763,JUZGADO QUINTO DE PEQUEÑAS CAUSAS  Y COMPETENCIA MÚLTIPLE SANTANDER,JUZGADO,2,,Santander,49,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,2036,,
0.927,5778,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE- MEDELLIN,JUZGADO,2,Medellín,Antioquia,111,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,1054,,
0.889,5783,Juzgado 03 Pequeñas Causas Competencia Múltiple Bogotá Bogotá,JUZGADO,2,Bogotá,"Bogotá, D.C.",2211,Juzgado Pequeñas Causas y Competencia Múltiple de Bogotá,30,Bogotá,"Bogotá, D.C."
0.895,5799,JUZGADO SEGUNDO DE PEQUEÑAS CAUSAS  Y COMPETENCIA MULTIPLE DE  BARRANQUILLA,JUZGADO,2,Barranquilla,Atlántico,4204,JUZGADO SEGUNDO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE BARRIO PARIS,5,,
0.961,5800,Juzgado Séptimo de Pequeñas Causas y Competencia Múltiple Marta - Magdalena,JUZGADO,2,,Magdalena,617,Juzgado Séptimo de Pequeñas Causas y Competencia Múltiple Santa Marta - Magdalena,246,Santa Marta,Magdalena
0.913,5853,JUZGADO 008 PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO,2,Barranquilla,Atlántico,145,Juzgado Octavo de Pequeñas Causas y Competencia Múltiple de Barranquilla,881,Barranquilla,Atlántico
0.896,5858,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTÁ DC,JUZGADO,2,Bogotá D.C.,Cundinamarca,1118,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,108,,
0.916,5913,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE  ITAGÜÎ,JUZGADO,2,Itagüí,Antioquia,1558,JUZGADO 5º DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,61,,
0.952,5930,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE RISARALDA,JUZGADO,2,,Risaralda,549,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE PEREIRA RISARALDA,286,Pereira,Risaralda
0.889,5975,JUZGADO QUINCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTÁ D.C.,JUZGADO,2,Bogotá D.C.,Cundinamarca,2765,JUZGADO QUINCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,18,,
0.904,5987,JUZGADO OCHENTA Y DOS 82 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,JUZGADO,2,,,2090,JUZGADO OCHENTA Y DOS ( 82 ) DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BOGOTA D.C.,34,Bogotá D.C.,Cundinamarca
0.929,6017,JUZGADO SETENTA Y SIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BOGOTA,JUZGADO,2,Bogotá,"Bogotá, D.C.",2375,JUZGADO SETENTA Y SIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,26,,
0.963,5196,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES MONYERIA,JUZGADO,2,,,926,Juzgado Sexto de Pequeñas Causas y Competencias Múltiples de Montería,148,Montería,Córdoba
0.923,5321,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIAS,JUZGADO,2,,,1413,JUZGADO CUARTO TRANSITORIO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,73,,
0.938,5323,JUZGADO TERCERO,JUZGADO,2,,,3951,JUZGADO TERCERO 3 ⁰,6,,
0.935,5341,JUZGADO 2 ° DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE VALLEDUPAAAR,JUZGADO,2,,,863,JUZGADO 2 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES  VALLEDUPAR - CESAR,160,Valledupar,Cesar
0.986,5358,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DESINCELEJO,JUZGADO,2,,,2981,Juzgado Primero De Pequeñas Causas Y Competencias Múltiple DE SINCELEJO,15,Sincelejo,Sucre
0.987,5359,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE FLORIDADLANCA,JUZGADO,2,,,3397,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE FLORIDABLANCA,10,Floridablanca,Santander
0.980,5373,JUZGADO VEI ntiséis de p EQUEÑAS CAUSAS COMPETENCIA,JUZGADO,2,,,2049,JUZGADO VEINTISÉIS DE PEQUEÑAS CAUSAS COMPETENCIA,35,,
0.884,5383,Juzgado SÉPTIMO 7 TRANSITORIO PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES,JUZGADO,2,,,242,JUZGADO SÉPTIMO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,591,,
0.899,5437,JUZGADO 008 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE,JUZGADO,2,,,3298,JUZGADO 008 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE Barranquilla,11,Barranquilla,Atlántico
0.913,5453,JUZGADO NOVENO MUNICIAL DE PEQUEÑAS CAUSAS Y COMPETENCIA,JUZGADO,2,,,1993,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA,37,,
0.930,5567,JUZGADO CINCUENTA Y DOS DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLE,JUZGADO,2,,,4901,JUZGADO CINCUENTA Y DOS DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA,3,Bogotá,"Bogotá, D.C."
0.915,5610,Juzgado 67 de Pequeñas Causas y Competencias Múltiples,JUZGADO,2,,,2639,Juzgado 67 de Pequeñas Causas y Competencias Múltiples de Bogotá,20,Bogotá,"Bogotá, D.C."
0.915,5620,JUZGADO 09 DE PEQUEÑAS CAUSAS Y COMP MÚLTIPLES DE BARRANQUILLA,JUZGADO,2,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.886,5741,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE  FLORIDABLANCA,JUZGADO,2,Floridablanca,Santander,1960,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE BARRANQUIILA,38,,
0.912,5757,JUZGADO 60 DE PEQUEÑAS CAUSAS,JUZGADO,2,,,4464,JUZGADO DE PEQUEÑAS CAUSAS Y,4,,
0.896,5769,JUZGADO CUARENTA Y TRES DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,JUZGADO,2,Bogotá,"Bogotá, D.C.",4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.899,5807,JUZGADO 014 DE PEQUEÑAS CAUSAS Y COMP MULTIPLE DE BARRANQUILLA,JUZGADO,2,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.904,5818,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA DE  BOGOTA,JUZGADO,2,Bogotá,"Bogotá, D.C.",1993,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIA,37,,
0.901,5860,JUZGADO VEINTIUNO DE PEQUEÑAS CAUSAS Y COMPETENCIA  BOGOTÁ D C,JUZGADO,2,Bogotá D.C.,Cundinamarca,960,JUZGADO VEINTIUNO DE PEQUEÑAS CAUSAS Y COMPETENCIA,139,,
0.971,5918,JUZGADO 015 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES DE  BARRANQUILLA,JUZGADO,2,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.920,5934,JUZGADO 009 DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,JUZGADO,2,,,2819,JUZGADO NOVENO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,17,,
0.939,5986,Juzgado 01 de Pequeñas causas y competencias Múltiples de Floridablanca,JUZGADO,2,Floridablanca,Santander,3397,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE FLORIDABLANCA,10,Floridablanca,Santander
0.908,6013,JUZGADO SETENTA Y UNO DE PEQUEÑAS CAUSAS Y COMPETENCIA BOGOTA D.C.,JUZGADO,2,Bogotá D.C.,Cundinamarca,2534,JUZGADO SETENTA Y UNO DE PEQUEÑAS CAUSAS Y COMPETENCIA,22,,
0.904,5194,JUZGADO QUINTO CIVIL DEL CIRCUITO SIGCMA,JUZGADO,2,,,343,JUZGADO QUINTO CIVIL DEL CIRCUITO,462,,
0.958,5354,JUZGADO PRIMERO 01 CIVIL DEL CIRCUITO,JUZGADO,2,,,97,Juzgado Primero Civil Del Circuito,1194,,
0.909,5364,JUZGADO CUARTO CIVIL DEL CIRCUITO APLICACIÓN SISTEMA PROCESAL ORAL,JUZGADO,2,,,3778,JUZGADO CUARTO CIVIL DEL CIRCUITO SISTEMA PROCESAL ORAL,7,,
0.970,5407,Juzgado Cuario Civil del Circuito,JUZGADO,2,,,395,JUZGADO CUARTO CIVIL DEL CIRCUITO,402,,
0.960,5430,Juzgado Dieciséis 16 Civil del Circuito,JUZGADO,2,,,1276,Juzgado Dieciséis Civil del Circuito,86,,
0.913,5436,JUZGADO ONCE CIVIL DEL CIRCUITO DE BUCARAMANAGA,JUZGADO,2,,,2968,Juzgado Octave Civil del Circuito Bucaramanga,15,Bucaramanga,Santander
0.988,5449,JUZGADO CIVIL DEL CIRCUITO DE GRANDA META,JUZGADO,2,,Meta,2564,JUZGADO CIVIL DEL CIRCUITO DE GRANADA - META,21,Granada,Meta
0.945,5468,Juzgado 33 Civil del Circuito,JUZGADO,2,,,559,JUZGADO CIVIL DEL CIRCUITO,281,,
0.976,5524,JUZGADO TREINTA Y NUEVEACIVIL DEL CIRCUITO,JUZGADO,2,,,1561,JUZGADO TREINTA Y NUEVE CIVIL DEL CIRCUITO,61,,
0.991,5532,JUZGADO CINCUENTA Y CUATRO 54 CIVIL DEL CIRCUITO DE BOGOTÁQ,JUZGADO,2,,,521,JUZGADO CINCUENTA Y CUATRO 54 CIVIL DEL CIRCUITO DE BOGOTÁ,302,Bogotá,"Bogotá, D.C."
0.970,5562,JUZGADO CUARENTA Y SEIS CIVIL DEL CIRCUITO DE BTA,JUZGADO,2,,,1036,JUZGADO CUARENTA Y SEIS CIVIL DEL CIRCUITO DE BOGOTÁ,123,Bogotá,"Bogotá, D.C."
