similitud,child_id,child_nombre,child_tipo,child_registros,child_municipio,child_departamento,parent_id,parent_nombre,parent_registros,parent_municipio,parent_departamento
0.991,5038,Juzgado Segundo Promiscuo Municipal de Villa Maria Caldas,JUZGADO,3,,Caldas,1108,"Juzgado Segundo Promiscuo Municipal de Villamaría , Caldas",110,Villamaría,Caldas
0.921,5078,JUZGADO SEGUNDO PROMISCUO MUNICIPAL BELEN,JUZGADO,3,Belén,Boyacá,54,Juzgado Segundo Promiscuo Municipal,1928,,
0.922,5152,JUZGADO PRIMERO PROMISCUO MUNICIPAL SIBATÉ CUNDINAMARCA,JUZGADO,3,Sibaté,Cundinamarca,2769,JUZGADO PROMISCUO MUNICIPAL SIBATÉ CUNDINAMARCA,18,Sibaté,Cundinamarca
0.921,5171,Juzgado 01 Promiscuo Municipal de Sasaima,JUZGADO,3,Sasaima,Cundinamarca,2237,Juzgado Promiscuo Municipal Sasaima,29,Sasaima,Cundinamarca
0.993,4816,JUZGADO CATORCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BARANQUILLA,JUZGADO,3,,,123,JUZGADO CATORCE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE BARRANQUILLA,954,Barranquilla,Atlántico
0.901,4817,JUZGADO SEXTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE SEDE DESCONCENTRADA,JUZGADO,3,,,777,Juzgado Sexto de Pequeñas Causas y Competencia Múltiple de Montería,183,Montería,Córdoba
0.993,4818,Juzgado Sexto de Pequeñas Causas y Competencia Múltiple de  Vlledupar,JUZGADO,3,,,368,Juzgado Sexto de Pequeñas Causas y Competencia Múltiple de Valledupar,428,Valledupar,Cesar
0.937,4822,JUZGADO SETENTA Y CINCO CIVIL MUNICIPAL TRANSFORMADO EN EL JUZGADO CINCUENTA Y SIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,3,,,492,JUZGADO SETENTA Y CINCO CIVIL MUNICIPAL TRANSFORMADO TRANSITORIAMENTE EN EL JUZGADO CINCUENTA Y SIETE DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,321,,
0.882,4872,Juzgado 02 Pequeñas Causas Competencia Multiple,JUZGADO,3,,,595,JUZGADO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE - TULUÁ,256,Tuluá,Valle del Cauca
0.910,5012,Juzgado 012 Pequeñas Causas Y Competencia Múltiple de Barranquilla,JUZGADO,3,Barranquilla,Atlántico,4100,Juzgado Doce de Pequeña Causa y Competencia Múltiple de Barranquilla,6,Barranquilla,Atlántico
0.927,5017,Juzgado 09 Pequeñas Causas Competencia Múltiple Bogotá,JUZGADO,3,Bogotá,"Bogotá, D.C.",2211,Juzgado Pequeñas Causas y Competencia Múltiple de Bogotá,30,Bogotá,"Bogotá, D.C."
0.899,5035,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE FLORIDA BLANCA,JUZGADO,3,Florida,Valle del Cauca,837,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,166,,Valle del Cauca
0.934,5037,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE SANTIAGO DE CALI,JUZGADO,3,Cali,Valle del Cauca,837,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE CALI,166,,Valle del Cauca
0.917,5060,JUZGADO 018 de PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DE BARRANQUILLA,JUZGADO,3,Barranquilla,Atlántico,55,Juzgado Dieciocho De Pequeñas Causas Y Competencia Múltiple De Barranquilla,1812,Barranquilla,Atlántico
0.986,5099,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE DE FLORIDA BLANCA,JUZGADO,3,Florida,Valle del Cauca,3780,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE DEFLORIDABLANCA,7,,
0.937,5112,JUZGADO 62 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE BOGOTÁ,JUZGADO,3,Bogotá,"Bogotá, D.C.",2295,JUZGADO 62 DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,27,,
0.905,5184,JUZGADO OCHENTA DE PEQUEÑAS CAUSAS Y COMPETENCIA MÚLTIPLE,JUZGADO,3,,,3932,JUZGADO OCHENTA Y CUATRO 84 DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPLE,7,,
0.899,4797,Juzgado Primero de Pequeñas Causas y Competencias Múltiples deBarranquilla Localidad Suroriente,JUZGADO,3,,,2016,Juzgado Primero de Pequeñas Causas y Competencias Múltiples Localidad Suroriente de,36,,
0.895,4802,JUZGADO DÉCIMO DE PEQUEÑAS CAUSAS Y COMPETENCIA,JUZGADO,3,,,938,Juzgado Décimo de Pequeñas Causas y Competencias Múltiples,144,,
0.894,4889,JUZGADO TREINTA Y SIETE 37 DE PEQUEÑAS CAUSAS Y COMPETENCIA  DE BOGOTÁ D.C.,JUZGADO,3,Bogotá D.C.,Cundinamarca,1549,JUZGADO TREINTA Y SIETE 37 DE PEQUEÑAS CAUSAS Y COMPETENCIA,62,,
0.928,4901,JUZGADO CINCUENTA Y DOS DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA,JUZGADO,3,Bogotá,"Bogotá, D.C.",4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.961,4907,JUZGADO CINCUENTA Y NUEVE DE PEQUELAS CAUSAS Y COMPETENCIA ULTIPLE DE BOOTÁ,JUZGADO,3,,,4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.914,4947,Juzgado 64 de Pequeñas Causas y Competencias Múltiple,JUZGADO,3,,,1814,Juzgado 64 de Pequeñas Causas y Competencias Múltiple de Bogotá,45,Bogotá,"Bogotá, D.C."
0.905,4970,JUZGADO DIECINUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLE DE BOGOTA,JUZGADO,3,Bogotá,"Bogotá, D.C.",4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.901,4985,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS  MÚLTIPLES DE SINCELEJO,JUZGADO,3,Sincelejo,Sucre,173,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,798,,
0.922,4992,JUZGADO PRIMERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE CUCUTA,JUZGADO,3,Cúcuta,Norte de Santander,625,Juzgado Primero de Pequeñas Causas y Competencias Múltiples,242,,
0.937,5020,Juzgado Tercero de Pequeñas Causas y Competencias Múltiples de Cali .,JUZGADO,3,,Valle del Cauca,173,JUZGADO TERCERO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MÚLTIPLES,798,,
0.970,5023,JUZGADO 14 PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE BARRANQUILLA,JUZGADO,3,Barranquilla,Atlántico,2922,Juzgado de Pequeñas Causas y Competencias Múltiples de Barranquilla,16,Barranquilla,Atlántico
0.935,5052,JUZGADO QUINTO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE CALI,JUZGADO,3,,Valle del Cauca,435,Juzgado Quinto de Pequeñas Causas y Competencias Múltiples,363,,
0.895,5170,JUZGADO SETENTA Y UNO DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE BOGOTA,JUZGADO,3,Bogotá,"Bogotá, D.C.",4039,JUZGADO CIENCUENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA MULTIPE DE BOGOTÁ,6,Bogotá,"Bogotá, D.C."
0.889,5176,JUZGADO SETENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA DE BOGOTÁ D.C.,JUZGADO,3,Bogotá D.C.,Cundinamarca,3076,JUZGADO SETENTA Y NUEVE DE PEQUEÑAS CAUSAS Y COMPETENCIA,14,,
0.976,4832,JUZGADO 41 CIVIL DEL CIRCUITO DEBOGOTÁ D.C,JUZGADO,3,,,1447,JUZGADO 41 CIVIL DEL CIRCUITO  Bogotá D. C.,71,Bogotá,"Bogotá, D.C."
0.967,4860,JUZGADO DIECINUEVE CIVIL DEL CIRCUITO DE BTA,JUZGADO,3,,,728,JUZGADO DIECINUEVE CIVIL DEL CIRCUITO DE BOGOTA,199,Bogotá,"Bogotá, D.C."
0.894,4935,JUZGADO CUARENTA Y SEIS CIVIL DEL CIRCUITO,JUZGADO,3,,,1036,JUZGADO CUARENTA Y SEIS CIVIL DEL CIRCUITO DE BOGOTÁ,123,Bogotá,"Bogotá, D.C."
0.980,4995,JUZGADO CIVIL DEL CIRCUITO  DOS QEBRADAS RISARALDA,JUZGADO,3,,Risaralda,1400,"JUZGADO CIVIL DEL CIRCUITO  Dosquebradas , Risaralda",75,Dosquebradas,Risaralda
1.000,5009,JUZGADO 1º CIVIL DEL CIRCUITO DE PASTO,JUZGADO,3,Pasto,Nariño,1692,JUZGADO 1 CIVIL DEL CIRCUITO DE PASTO,51,Pasto,Nariño
0.918,5150,JUZGADO NOVENO CIVIL DEL CIRCUITO DE ORALIDAD DE CALI,JUZGADO,3,,Valle del Cauca,1426,JUZGADO NOVENO CIVIL DEL CIRCUITO DE ORALIDAD,72,,
0.885,5151,JUZGADO PRIMERO CIVIL DEL CIRCUITO ORAL DE DUITAMA,JUZGADO,3,Duitama,Boyacá,2189,Juzgado Primero Civil del Circuito Oral de Barranquina,30,,
0.909,4863,JUZGADO OCTAVO MUNICIPAL DE PEQUEÑAS CAUSAS Y MULTIPLE,JUZGADO,3,,,2481,JUZGADO OCTAVO MUNICIPAL DE PEQUEÑAS CAUSAS Y,23,,
0.939,4870,JUZGADO PRIMERO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLES DE NEIVA,JUZGADO,3,Neiva,Huila,374,Juzgado Primero Municipal de Pequeñas Causas y Competencias Múltiples,420,,
0.943,5098,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAMÚLTIPLE CALI,JUZGADO,3,,Valle del Cauca,2616,JUZGADO SEGUNDO MUNICIPAL DE PEQUEÑAS CAUSAS  Y COMPETENCIAS MÚLTIPLES,20,,
0.887,5107,JUZGADO QUINTO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLE MONTERIA CORDOBA,JUZGADO,3,Montería,Córdoba,3799,JUZGADO QUINTO MUNICIPAL DE PEQUEÑAS CAUSAS Y COMPETENCIAS MULTIPLE,7,,
0.973,4892,JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS  LABORALES DE SEVILLA VALLE DEL CAUCA,JUZGADO,3,Sevilla,Valle del Cauca,3434,JUZGADO CIVIL DEL CIRCUITO CON CONOCIMIENTOS EN ASUNTOS LABORALES DE SEVILLA VALLE DEL CAUCA,10,Sevilla,Valle del Cauca
0.933,4896,JUZGADO 002 LABORAL DEL CIRCUITO,JUZGADO,3,,,1071,Juzgado Laboral del Circuito,116,,
0.894,4915,JUZGADO TREINTA Y DOS LABORAL DEL CIRCUITO,JUZGADO,3,,,1407,JUZGADO TREINTA Y DOS LABORAL DEL CIRCUITO DE BOGOTA,74,Bogotá,"Bogotá, D.C."
0.929,4943,JUZGADO 001 CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES,JUZGADO,3,,,3964,JUZGADO PRIMERO CIVIL DEL CIRCUITO CON CONOCIMIENTO EN ASUNTOS LABORALES,6,,
0.929,4957,Juzgado 21 Laboral del Circuito de Bogotá,JUZGADO,3,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.899,4996,JUZGADO TREINTA LABORAL DEL CIRCUITO DE BOGOTA,JUZGADO,3,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.929,5021,Juzgado 33 Laboral del Circuito de Bogotá,JUZGADO,3,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.889,5085,JUZGADO LABORAL DEL CIRCUITO TOLIMA,JUZGADO,3,,Tolima,1071,Juzgado Laboral del Circuito,116,,
0.899,5110,JUZGADO TERCERO LABORAL DEL CIRCUITO DE BOGOTA,JUZGADO,3,Bogotá,"Bogotá, D.C.",4333,JUZGADO DIEZ LABORAL DEL CIRCUITO DE BOGOTA,5,Bogotá,"Bogotá, D.C."
0.911,5172,JUZGADO PRIMERO LABORAL DEL CIRCUITO ITAGÜI,JUZGADO,3,Itagüí,Antioquia,320,Juzgado Primero Laboral del Circuito,490,,
0.966,5185,Juzgado 01 Laboral del Circuito de Chiriguaná,JUZGADO,3,Chiriguaná,Cesar,1832,Juzgado Laboral del Circuito de Chiriguaná,44,Chiriguaná,Cesar
0.991,4785,JUZGADO PRIMERO MUNICIPALDE PEQUEÑAS CAUSAS LABORALES,JUZGADO,3,,,778,JUZGADO PRIMERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,182,,
0.939,4794,JUZGADO SEXTO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,JUZGADO,3,,,629,JUZGADO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,239,,
0.900,4933,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES  DE MEDELLÍN,JUZGADO,3,Medellín,Antioquia,1311,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,82,,
0.939,5117,Juzgado Tercero Municipal de Pequeñas Causas Laborales Bogota,JUZGADO,3,Bogotá,"Bogotá, D.C.",1311,JUZGADO TERCERO MUNICIPAL DE PEQUEÑAS CAUSAS LABORALES,82,,
0.881,4978,JUZGADO QUINCE DE FAMILIA DE ORALIDAD,JUZGADO,3,,,2443,JUZGADO QUINCE DE FAMILIA DE ORALIDAD DE BOGOTÁ,24,Bogotá,"Bogotá, D.C."
0.911,4826,JUZGADO TRECE ADMINISTRATIVO ORAL DEL CIRCUITO JUDICIAL,JUZGADO,3,,,4705,Juzgado Trece ( 13 ) Administrativo Oral del Circuito de Cali,4,,Valle del Cauca
0.914,4925,Juzgado Catorce Administrativo Oral del Circuito,JUZGADO,3,,,4271,Juzgado Catorce Administrativo Oral del Circuito de Tunja,5,Tunja,Boyacá
0.882,5045,JUZGADO TERCERO ADMINISTRATIVO ORAL DEL CIRCUITO DEL VALLE DEL CAUCA,JUZGADO,3,,Valle del Cauca,3418,JUZGADO TERCERO ADMINISTRATIVO ORAL DEL CIRCUITO DE BUENAVENTURA D.E. - VALLE DEL CAUCA,10,Buenaventura,Valle del Cauca
0.903,5070,Juzgado Noveno Administrativo del Circuito de Pasto,JUZGADO,3,Pasto,Nariño,3400,Juzgado Noveno Administrativo del Circuito,10,,
0.961,4828,JUZGADO PRIMERO DE FAMILIA DEL CIRCUITO DE C ARTAGENA,JUZGADO,3,,,2072,Juzgado Primero de Familia del Circuito Cartagena,34,Cartagena de Indias,Bolívar
0.889,4881,Juzgado Segundo Promiscuo de Familia Pitalito,JUZGADO,3,Pitalito,Huila,1255,Juzgado Segundo Promiscuo de Familia,89,,
0.933,4777,ALCALDIA DE ST,ALCALDIA,3,,,4181,ALCALDÍA DE GEST,5,,
0.895,4778,ALCALDÍA DE BARRA,ALCALDIA,3,,,3346,Alcaldía de Barrancas,11,Barrancas,La Guajira
0.909,4779,ALCALDIA DE IBA,ALCALDIA,3,,,3760,ALCALDIA DE IBAQUÉ,8,Ubaque,Cundinamarca
0.824,4902,Alcaldía de Malambo,ALCALDIA,3,Malambo,Atlántico,4445,ALCALDIA DE MON,4,,
0.852,4909,ALCALDÍA MUNICIPAL DE MOÑITOS,ALCALDIA,3,Moñitos,Córdoba,3082,ALCALDIA MUNICIPAL DE SAN,13,,
0.848,4914,ALCALDIA DE COVEÑAS,ALCALDIA,3,Coveñas,Sucre,3493,Alcaldía de ES,9,,
0.909,4923,ALCALDIA DEL CESAR,ALCALDIA,3,,Cesar,1885,ALCALDÍA DE CER,41,,
0.873,4946,ALCALDIA MUNICIPAL DE IQUIRA,ALCALDIA,3,Íquira,Huila,3628,ALCALDIA MUNICIPAL DE VILLA,8,,
0.810,4958,ALCALDÍA DEL ATLÁNTICO,ALCALDIA,3,,Atlántico,4182,ALCALDÍA DE TRÁNSITO,5,,
0.800,4973,ALCALDIA DE RISARALDA,ALCALDIA,3,,Risaralda,137,Alcaldía de PEREIRA,912,Pereira,Risaralda
0.848,5081,ALCALDIA DE SAMPUES,ALCALDIA,3,Sampués,Sucre,3493,Alcaldía de ES,9,,
0.828,5122,ALCALDÍA MUNICIPAL DE ZIPAQUIRÁ,ALCALDIA,3,Zipaquirá,Cundinamarca,3628,ALCALDIA MUNICIPAL DE VILLA,8,,
0.825,5124,ALCALDIA MUNICIPAL DE CAJAMARCA,ALCALDIA,3,Cajamarca,Tolima,1102,Alcaldía Municipal de SECRETARÍA,111,,
0.941,5169,ALCALDIA BANCO MAGDALENA,ALCALDIA,3,,Magdalena,1595,ALCALDIA EL BANCO MAGDALENA,59,El Banco,Magdalena
0.824,4834,Municipio GESTION,MUNICIPIO,3,,,2627,MUNICIPIO DE TONA,20,Tona,Santander
0.829,4891,MUNICIPIO DE CARTAGO,MUNICIPIO,3,Cartago,Valle del Cauca,3641,MUNICIPIO DE CASTILLA,8,,
0.800,5069,MUNICIPIO DE CARTAGENA,MUNICIPIO,3,Cartagena de Indias,Bolívar,3970,MUNICIPIO DE CALENDARIA,6,,
0.867,4732,Secretaria de Hacienda y Finanzas Departamental,SECRETARIA,3,,,2122,Secretaria de Hacienda Departamental,32,,
0.987,4800,SECRETARIA DE MOVILIDAD VILLLAVICENCIO,SECRETARIA,3,,,940,SECRETARÍA DE MOVILIDAD VILLAVICENCIO,143,Villavicencio,Meta
0.989,4801,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE TURBAC,SECRETARIA,3,,,8,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE TURBACO,12143,Turbaco,Bolívar
0.886,4910,SECRETARIA DE TRANSITO Y TRANSPORTE DE VELEZ,SECRETARIA,3,Vélez,Santander,513,Secretaria de Tránsito y Transporte,309,,
0.843,5190,SECRETARÍA DE TRÁNSITO Y TRANSPORTE DE CIMITARRA,SECRETARIA,3,Cimitarra,Santander,513,Secretaria de Tránsito y Transporte,309,,
0.874,5000,Superintendencia de Servicios Públicos Domiciliarios,SUPERINTENDENCIA,3,,,4602,Superservicios Superintendencia de Servicios Públicos Domiciliarios,4,,
0.892,5108,SERVICIO NACIONAL DE APRENDIZAJE SENA MEDELLIN,SENA,3,Medellín,Antioquia,502,SERVICIO NACIONAL DE APRENDIZAJE SENA,316,,
0.880,4841,MINISTERIO DEL TRABAJO GRUPO,MINISTERIO,3,,,23,Ministerio del Trabajo,4160,,
0.852,4842,MINISTERIO DEL TRABAJO OFICINA,MINISTERIO,3,,,4229,Ministerio del Trabajo Atención,5,,
0.829,4879,Ministerio de Minas,MINISTERIO,3,,,1468,Ministerio de Hacienda,68,,
0.978,4928,MINISTERIO DE AMBIENTE DESARROLLO SOSTENIBLE,MINISTERIO,3,,,2132,MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,32,,
0.977,5028,Ministerio del Trabaj,MINISTERIO,3,,,23,Ministerio del Trabajo,4160,,
0.898,5032,MINISTERIO DEL DEPORTE AUTO,MINISTERIO,3,,,2087,Ministerio del Deporte,34,,
0.928,5135,Dirección Ejecutiva Seccional de Administración Judicial - Bolívar,DIRECCION_EJECUTIVA,3,,Bolívar,365,Dirección Ejecutiva Seccional de Administración Judicial Cartagena - Bolívar,429,Cartagena de Indias,Bolívar
0.903,4827,DIRECCION DE TRANSITO Y TRANSPORTE DE BUCARMANGA,TRANSITO,3,,,4230,Dirección de Tránsito y Transporte de Barbosa,5,Barbosa,Antioquia
0.871,4966,OFICINA DE APOYO PARA LOS CIVILES MUNICIPALES DE EJECUCIÓN SENTENCIAS DE BOGOTÁ D.C,OFICINA_APOYO,3,Bogotá D.C.,Cundinamarca,2775,OFICINA DE APOYO PARA LOS MUNICIPALES DE EJECUCIÓN DE BOGOTÁ D.C,18,Bogotá D.C.,Cundinamarca
0.986,4894,TRIBUNAL ADMINSTRATIVO DE ANTIOQUIA,TRIBUNAL,3,,Antioquia,2008,TRIBUNAL ADMINISTRATIVO DE ANTIOQUIA,37,,Antioquia
0.914,5192,JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL DE CARTAGE,JUZGADO,2,,,911,Juzgado Segundo de Ejecución Civil Municipal de Cartagena,149,Cartagena de Indias,Bolívar
0.965,5348,JUZGADO SÉPTIMO DE EJECUCION CIVIL MUNICIPAL BUCARAMAGA,JUZGADO,2,,,191,Juzgado Séptimo de Ejecución Civil Municipal de Bucaramanga,710,Bucaramanga,Santander
0.914,5349,JUZGADO SÉPTIMO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS  DE BUCARAMANAGA,JUZGADO,2,,,312,JUZGADO SEPTIMO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE CALI,498,,Valle del Cauca
0.991,5367,Juzgado Segundo de Ejecución Civil Municipal de Cartagrena,JUZGADO,2,,,911,Juzgado Segundo de Ejecución Civil Municipal de Cartagena,149,Cartagena de Indias,Bolívar
0.928,5397,JUZGADO TERCERO CIVIL MUNICIPAL DE EJECUCION DE SENTENCIAS DE BUCRAMANGA,JUZGADO,2,,,283,JUZGADO TERCERO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE CALI,530,,Valle del Cauca
0.935,5425,OFICINA DE APOYO PARA LOS JUZGADO CIVILES MUNICIPALES DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ DC JUZGADO 09,JUZGADO,2,Bogotá D.C.,Cundinamarca,4,OFICINA DE APOYO PARA LOS JUZGADOS CIVILES MUNICIPALES DE EJECUCIÓN DE SENTENCIAS DE BOGOTÁ D.C,17137,Bogotá D.C.,Cundinamarca
0.927,5428,JUZGADO 06 CIVIL MUNICIPAL DE EJECUCIÓN de senntencias,JUZGADO,2,,,844,Juzgado Sexto Civil Municipal de Ejecución de Sentencias,163,,
0.984,5429,Juzgado 06 Civil Municipal de Ejecución De Sentencias de Bogots,JUZGADO,2,,,1294,Juzgado 06 Civil Municipal de Ejecución de Sentencias de Bogotá,84,Bogotá,"Bogotá, D.C."
0.905,5574,OFICINA DE APOYO  JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL DE CARTAGENA Julio de 2023,JUZGADO,2,Cartagena de Indias,Bolívar,17,OFICINA DE APOYO JUZGADOS DE EJECUCIÓN CIVIL MUNICIPAL DE CARTAGENA,6409,Cartagena de Indias,Bolívar
0.883,5733,Juzgado Tercero ( 3 ) de Ejecución Civil Municipal de Barranquilla,JUZGADO,2,Barranquilla,Atlántico,4811,Juzgado Tercero de Ejecución Civil Municipal de Bucaramaga,3,,
0.940,5826,Oficina de Apoyo De los Juzgados Civiles Municipales de Ejecución de Sentencias de Barranquilla 16 de 2024,JUZGADO,2,Barranquilla,Atlántico,12,Oficina de Apoyo de los Juzgados Civiles Municipales de Ejecución de Sentencia de Barranquilla,9216,Barranquilla,Atlántico
0.915,5852,JUZGADO CUARTO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE SANTIAGO DE CALI,JUZGADO,2,Cali,Valle del Cauca,294,JUZGADO CUARTO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE CALI,520,,Valle del Cauca
0.905,5927,JUZGADO OCTAVO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS DE MEDELLIN,JUZGADO,2,Medellín,Antioquia,1196,JUZGADO OCTAVO CIVIL MUNICIPAL DE EJECUCIÓN DE SENTENCIAS,96,,
0.905,5318,JUZGADO DI ISIETE CIVIL MUNICIPAL DE ORALIDAD,JUZGADO,2,,,1125,Juzgado Veintisiete 27 Civil Municipal de Oralidad,107,,
1.000,5319,Juzgado Veintisiete(27)Civil Municipal de Oralidad,JUZGADO,2,,,1125,Juzgado Veintisiete 27 Civil Municipal de Oralidad,107,,
0.967,5320,Juzgado Cuarte Civil Municipal,JUZGADO,2,,,42,JUZGADO CUARTO CIVIL MUNICIPAL,2213,,
0.895,5327,JUZGADO SEXTO CIVIL MUNICIPAL PALMIA,JUZGADO,2,,,1174,JUZGADO SEXTO CIVIL MUNICIPAL  CALI - VALLE,100,,Valle del Cauca
0.954,5329,JUZGADO SEGUNDO CIVIL MUNICIPAL 23,JUZGADO,2,,,24,JUZGADO SEGUNDO CIVIL MUNICIPAL,4110,,
0.911,5331,JUZGADO SEGUNDO CIVIL MUNICIPAL DE LETI,JUZGADO,2,,,916,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GIRON,149,Girón,Santander
0.911,5333,JUZGADO SEGUNDO CIVIL MUNICIPAL  GIRAROT,JUZGADO,2,,,916,JUZGADO SEGUNDO CIVIL MUNICIPAL DE GIRON,149,Girón,Santander
0.894,5334,JUZGADO SEGUNDO CIVIL MUNICIPAL DE MANILAES,JUZGADO,2,,,1574,Juzgado Segundo Civil Municipal de Calarcá,60,Calarcá,Quindío
0.911,5335,JUZGADO OCTAVO CIVIL MUNICIPAL EN ORALIDA,JUZGADO,2,,,453,JUZGADO OCTAVO CIVIL MUNICIPAL DE CALI,351,,Valle del Cauca
0.886,5337,JUZGADO PRIMERO CIVIL MUNICIPAL INFORME,JUZGADO,2,,,20,Juzgado Primero Civil Municipal,4599,,
0.906,5339,JUZGADO PRIMERO CIVIL MUNICIPAL DE ORALIDAD DE PATIOS,JUZGADO,2,,,278,Juzgado Primero Civil Municipal de Oralidad de Cúcuta,542,Cúcuta,Norte de Santander
0.975,5347,JUZGADO NOVENO CIVIL MUNICIPAL  DE BOFOTÁ,JUZGADO,2,,,827,JUZGADO NOVENO CIVIL MUNICIPAL DE BOGOTA,169,Bogotá,"Bogotá, D.C."
0.988,5350,JUZGADO TERCERO CIVIL MUNICIPAL DE CCUTA,JUZGADO,2,,,289,JUZGADO TERCERO CIVIL MUNICIPAL DE CÚCUTA,525,Cúcuta,Norte de Santander
0.889,5351,JUZGADO TERCERO CIVIL MUNICIPAL DEL DEPARTAMENTO,JUZGADO,2,,,980,JUZGADO TERCERO CIVIL MUNICIPAL DE ARMENIA,135,Armenia,Quindío
0.892,5379,JUZGADO SÉPTIMO CIVIL MUNICIPAL CARTEGENA,JUZGADO,2,,,531,JUZGADO SÉPTIMO CIVIL MUNICIPAL DE ARMENIA,296,Armenia,Quindío
0.991,5381,JUZGADO SÉPTIMO CIVIL MUNICIPAL DE ORALIDAD DE BGOGOTA,JUZGADO,2,,,248,JUZGADO SÉPTIMO CIVIL MUNICIPAL DE ORALIDAD DE BOGOTÁ,584,Bogotá,"Bogotá, D.C."
